City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Vanimo,PG,2021-09-28 23:56:24,-2.6741,141.3028,84.67,70,77,4.99
286,Asau,RO,2021-09-28 23:56:24,46.4333,26.4,48.96,94,95,2.3
287,Abu Kamal,SY,2021-09-28 23:56:24,34.4506,40.9171,77.34,32,0,7.31
288,Grindavik,IS,2021-09-28 23:55:40,63.8424,-22.4338,39.15,87,75,44.87
289,Port Augusta,AU,2021-09-28 23:56:25,-32.5,137.7667,66.7,57,0,6.91
290,Kishtwar,IN,2021-09-28 23:56:25,33.3167,75.7667,60.94,81,0,3.18
291,Kyren,RU,2021-09-28 23:56:25,51.6828,102.1408,29.43,78,72,0.6
292,Valle Hermoso,MX,2021-09-28 23:56:26,25.6667,-97.8333,89.64,66,77,17.58
293,Batemans Bay,AU,2021-09-28 23:56:26,-35.7167,150.1833,65.1,54,98,3.31
294,Tiksi,RU,2021-09-28 23:55:25,71.6872,128.8694,31.53,92,98,3.06
295,Milkovo,RU,2021-09-28 23:56:26,54.7167,158.6167,58.41,58,86,13.44
296,Iguape,BR,2021-09-28 23:56:27,-24.7081,-47.5553,68.14,91,28,7.18
297,Yoichi,JP,2021-09-28 23:56:27,43.2039,140.7703,68.61,66,89,8.23
298,Oum Hadjer,TD,2021-09-28 23:56:27,13.2954,19.6966,83.46,54,73,6.62
299,Lewistown,US,2021-09-28 23:56:28,40.5992,-77.5714,68.41,88,1,3.44
300,Rize,TR,2021-09-28 23:56:28,40.9044,40.8949,40.78,91,65,1.43
301,La Ronge,CA,2021-09-28 23:56:28,55.1001,-105.2842,64.65,63,75,8.05
302,Puerto Castilla,HN,2021-09-28 23:56:28,16.0167,-85.9667,85.95,70,40,6.91
303,Cockburn Town,TC,2021-09-28 23:56:29,21.4612,-71.1419,83.59,70,8,8.68
304,Antalaha,MG,2021-09-28 23:56:29,-14.9003,50.2788,69.22,91,48,6.29
305,Robertsganj,IN,2021-09-28 23:56:29,24.7,83.0667,74.86,89,44,4.25
306,Mahebourg,MU,2021-09-28 23:56:30,-20.4081,57.7,71.89,68,75,16.11
307,Umm Kaddadah,SD,2021-09-28 23:56:30,13.6017,26.6876,87.39,21,37,17.07
308,Sao Filipe,CV,2021-09-28 23:56:30,14.8961,-24.4956,79.36,81,5,6.24
309,Casablanca,MA,2021-09-28 23:56:30,33.5928,-7.6192,71.33,83,45,13.0
310,Marzuq,YE,2021-09-28 23:56:31,14.4,46.4667,76.21,35,59,5.99
311,Tuatapere,NZ,2021-09-28 23:56:31,-46.1333,167.6833,48.81,76,54,9.1
312,Aksu,CN,2021-09-28 23:56:31,41.1231,80.2644,65.19,21,50,3.4
313,Najran,SA,2021-09-28 23:56:31,17.4924,44.1277,74.05,32,62,4.27
314,Maceio,BR,2021-09-28 23:56:32,-9.6658,-35.7353,81.84,69,75,8.05
315,Talaya,RU,2021-09-28 23:56:32,61.3833,152.75,24.4,62,74,10.54
316,Brigantine,US,2021-09-28 23:54:59,39.4101,-74.3646,74.01,81,69,10.36
317,Dikson,RU,2021-09-28 23:56:32,73.5069,80.5464,37.33,99,100,13.02
318,Krasnoselkup,RU,2021-09-28 23:55:07,65.7,82.4667,30.13,77,59,5.35
319,Ninh Binh,VN,2021-09-28 23:56:33,20.2539,105.975,78.49,81,1,2.19
320,Kasongo-Lunda,CD,2021-09-28 23:56:33,-6.4667,16.8167,71.92,89,48,2.06
321,Road Town,VG,2021-09-28 23:56:33,18.4167,-64.6167,86.04,74,40,4.61
322,Winslow,US,2021-09-28 23:56:34,35.0242,-110.6974,72.97,44,6,5.99
323,Kelvington,CA,2021-09-28 23:56:34,52.1667,-103.5343,85.66,18,66,14.61
324,Jasper,US,2021-09-28 23:56:35,37.2001,-94.3502,82.02,49,90,1.01
325,Santa Cruz,BO,2021-09-28 23:55:11,-17.8,-63.1667,82.45,69,10,14.97
326,Zyryanovsk,KZ,2021-09-28 23:56:35,49.7386,84.2719,41.56,66,100,1.32
327,Hobyo,SO,2021-09-28 23:56:35,5.3505,48.5268,78.28,84,8,24.45
328,Kargil,IN,2021-09-28 23:56:35,34.5667,76.1,51.3,63,3,5.19
329,Wanning,CN,2021-09-28 23:56:36,18.8003,110.3967,78.53,82,58,2.39
330,Casma,CL,2021-09-28 23:56:36,-41.0082,-73.1244,52.88,87,97,2.04
331,Moron,AR,2021-09-28 23:56:36,-34.6534,-58.6198,60.01,85,83,5.01
332,Ayan,RU,2021-09-28 23:56:36,56.45,138.1667,50.16,88,100,16.51
333,Steubenville,US,2021-09-28 23:56:37,40.3698,-80.634,66.78,81,25,1.01
334,Pisco,PE,2021-09-28 23:56:37,-13.7,-76.2167,62.65,82,0,4.61
335,Matamoros,MX,2021-09-28 23:56:37,25.5333,-103.25,87.12,35,0,9.69
336,Abha,SA,2021-09-28 23:56:37,18.2164,42.5053,71.42,37,0,0.0
337,Sambava,MG,2021-09-28 23:56:38,-14.2667,50.1667,70.34,88,51,9.22
338,Toshkivka,UA,2021-09-28 23:56:38,48.7791,38.579,49.5,75,99,9.28
339,Gat,IL,2021-09-28 23:56:38,31.61,34.7642,72.39,100,2,1.07
340,Mglin,RU,2021-09-28 23:56:39,53.0591,32.8475,43.9,77,92,6.33
341,Quatre Cocos,MU,2021-09-28 23:56:39,-20.2078,57.7625,71.71,69,66,16.49
342,Pemangkat,ID,2021-09-28 23:52:40,1.1667,108.9667,79.9,81,100,5.5
343,Agadir,MA,2021-09-28 23:56:39,30.4202,-9.5982,64.85,74,7,5.28
344,Santa Rosa,PH,2021-09-28 23:56:39,14.3122,121.1114,85.86,73,90,2.01
345,Marienburg,PL,2021-09-28 23:56:40,54.0359,19.0266,49.87,76,54,10.83
346,Mayor Pablo Lagerenza,PY,2021-09-28 23:56:40,-19.9309,-60.7718,88.52,33,62,6.11
347,Santa Clarita,US,2021-09-28 23:56:40,34.3917,-118.5426,73.35,61,85,1.01
348,Minot,US,2021-09-28 23:56:02,48.2325,-101.2963,91.81,16,37,8.01
349,Mount Isa,AU,2021-09-28 23:56:40,-20.7333,139.5,80.37,54,90,8.05
350,Ancud,CL,2021-09-28 23:56:41,-41.8697,-73.8203,51.33,81,86,2.3
351,Bambous Virieux,MU,2021-09-28 23:56:41,-20.3428,57.7575,71.85,68,75,16.11
352,Kristianstad,SE,2021-09-28 23:55:04,56.0313,14.1524,56.95,100,90,1.01
353,Itoman,JP,2021-09-28 23:56:41,26.1247,127.6694,84.22,79,75,12.66
354,Sitrah,BH,2021-09-28 23:56:42,26.1547,50.6206,84.36,76,1,1.01
355,Arlit,NE,2021-09-28 23:56:30,18.7369,7.3853,90.95,15,89,14.36
356,Leshukonskoye,RU,2021-09-28 23:56:42,64.8989,45.7622,39.24,94,32,2.08
357,Phalodi,IN,2021-09-28 23:56:42,27.1333,72.3667,84.29,68,19,10.45
358,Soyo,AO,2021-09-28 23:56:42,-6.1349,12.3689,74.86,82,86,8.55
359,Rognan,NO,2021-09-28 23:56:43,67.0953,15.3878,54.88,68,99,8.12
360,Turayf,SA,2021-09-28 23:56:43,31.6725,38.6637,66.45,72,0,11.5
361,Sakakah,SA,2021-09-28 23:56:43,29.9697,40.2064,78.37,28,0,4.72
362,Samana,DO,2021-09-28 23:56:44,19.2056,-69.3369,82.36,88,19,5.19
363,Lakes Entrance,AU,2021-09-28 23:56:44,-37.8811,147.981,56.57,76,100,5.48
364,Pasighat,IN,2021-09-28 23:56:44,28.0667,95.3333,74.34,84,58,2.13
365,Banjar,ID,2021-09-28 23:56:44,-8.19,114.9675,76.91,73,61,4.54
366,Spirit River,CA,2021-09-28 23:56:45,55.7833,-118.8361,59.52,41,40,13.47
367,Lamlash,GB,2021-09-28 23:56:45,55.5336,-5.1296,43.29,87,8,8.81
368,Sangmelima,CM,2021-09-28 23:56:45,2.9333,11.9833,66.9,100,99,2.46
369,Grand Falls,CA,2021-09-28 23:56:46,47.0461,-67.7418,50.99,72,99,4.41
370,Pastavy,BY,2021-09-28 23:56:46,55.1168,26.8326,46.22,85,100,6.26
371,Akcakoca,TR,2021-09-28 23:56:46,41.0866,31.1162,60.28,86,41,6.29
372,Cavalcante,BR,2021-09-28 23:56:46,-13.7975,-47.4583,80.85,36,69,2.48
373,Oranjemund,NA,2021-09-28 23:56:47,-28.55,16.4333,54.52,93,45,8.34
374,Kawalu,ID,2021-09-28 23:56:47,-7.3817,108.2082,71.04,87,89,0.92
375,Payo,ID,2021-09-28 23:56:47,-3.7508,103.6372,74.79,95,85,1.41
376,Acari,PE,2021-09-28 23:56:48,-15.4311,-74.6158,68.86,63,2,3.18
377,Alofi,NU,2021-09-28 23:56:48,-19.0595,-169.9187,76.89,94,75,10.36
378,George Town,MY,2021-09-28 23:55:35,5.4112,100.3354,76.98,95,40,1.99
379,Tessalit,ML,2021-09-28 23:56:48,20.1986,1.0114,83.73,11,0,8.1
380,Korla,CN,2021-09-28 23:56:49,41.7597,86.1469,65.61,24,38,5.82
381,San Policarpo,PH,2021-09-28 23:56:49,12.1791,125.5072,81.68,80,82,4.88
382,La Rioja,ES,2021-09-28 23:56:49,42.25,-2.5,55.49,91,83,3.62
383,Bartica,GY,2021-09-28 23:56:49,6.4,-58.6167,80.92,89,33,2.77
384,Iquitos,PE,2021-09-28 23:56:50,-3.7481,-73.2472,82.44,74,0,2.3
385,Barstow,US,2021-09-28 23:55:05,34.8986,-117.0228,79.48,34,69,27.47
386,Fomboni,KM,2021-09-28 23:56:51,-12.28,43.7425,77.77,81,61,10.74
387,Nanga Eboko,CM,2021-09-28 23:56:51,4.6833,12.3667,68.25,99,98,3.83
388,Touros,BR,2021-09-28 23:56:51,-5.1989,-35.4608,79.7,82,55,15.12
389,Emerald,AU,2021-09-28 23:56:51,-23.5333,148.1667,70.34,73,90,12.66
390,Besikduzu,TR,2021-09-28 23:56:52,41.052,39.2284,64.29,84,76,2.01
391,Tsiroanomandidy,MG,2021-09-28 23:56:52,-18.7667,46.0333,65.8,69,76,3.47
392,Sangar,RU,2021-09-28 23:56:52,63.9242,127.4739,36.79,57,0,1.12
393,Semnan,IR,2021-09-28 23:56:52,35.5729,53.3971,69.62,32,1,7.38
394,Isakly,RU,2021-09-28 23:56:53,54.1333,51.5333,37.58,72,99,7.29
395,Zyryanka,RU,2021-09-28 23:56:53,65.75,150.85,30.04,60,98,20.76
396,Tiarei,PF,2021-09-28 23:56:53,-17.5333,-149.3333,84.22,76,85,15.86
397,Mercedes,AR,2021-09-28 23:56:53,-34.6515,-59.4307,59.85,89,11,8.57
398,Sembakung,ID,2021-09-28 23:56:54,3.8167,117.25,80.53,94,99,1.45
399,Hudiksvall,SE,2021-09-28 23:56:54,61.729,17.1036,50.52,93,100,6.67
400,Whitehorse,CA,2021-09-28 23:56:54,60.7161,-135.0538,39.09,86,75,5.01
401,Carnarvon,AU,2021-09-28 23:56:55,-24.8667,113.6333,59.07,94,16,3.44
402,Ekhabi,RU,2021-09-28 23:56:55,53.5102,142.9671,58.3,84,90,10.74
403,San Luis Potosi,MX,2021-09-28 23:55:13,22.5,-100.5,73.85,56,67,6.24
404,Quartz Hill,US,2021-09-28 23:56:55,34.6453,-118.2181,70.47,46,95,11.99
405,Broken Hill,AU,2021-09-28 23:56:55,-31.95,141.4333,65.91,55,2,21.85
406,Nioro,GM,2021-09-28 23:56:06,13.35,-15.75,77.74,87,2,6.87
407,Baturaja,ID,2021-09-28 23:56:56,-4.1333,104.1667,75.7,95,56,1.95
408,Nova Olimpia,BR,2021-09-28 23:56:56,-14.7972,-57.2881,81.57,54,53,4.12
409,Okha,RU,2021-09-28 23:56:56,53.5739,142.9478,57.7,87,89,10.94
410,Flinders,AU,2021-09-28 23:56:56,-34.5833,150.8552,70.21,72,100,4.0
411,Mao,ES,2021-09-28 23:56:57,39.8885,4.2658,68.56,88,0,3.44
412,Novomykolayivka,UA,2021-09-28 23:56:57,47.9781,35.9102,50.25,75,100,10.69
413,Marshall,US,2021-09-28 23:53:11,34.3834,-86.3333,76.75,61,1,1.01
414,Monrovia,LR,2021-09-28 23:56:57,6.3005,-10.7969,76.32,85,96,0.67
415,Along,IN,2021-09-28 23:56:58,28.1667,94.7667,70.57,96,33,1.07
416,Suclayin,PH,2021-09-28 23:56:58,15.7568,121.5503,82.51,78,82,1.36
417,Belmonte,BR,2021-09-28 23:56:58,-15.8631,-38.8828,75.7,84,8,6.82
418,Rabo De Peixe,PT,2021-09-28 23:56:58,37.8,-25.5833,74.28,91,40,6.91
419,Takoradi,GH,2021-09-28 23:56:59,4.8845,-1.7554,76.17,90,24,6.2
420,Jalu,LY,2021-09-28 23:56:59,29.0331,21.5482,73.22,51,0,8.34
421,Lazaro Cardenas,MX,2021-09-28 23:56:59,17.9583,-102.2,81.23,80,36,4.63
422,Nevelsk,RU,2021-09-28 23:57:00,46.6733,141.8633,61.23,86,27,11.68
423,Pundaguitan,PH,2021-09-28 23:57:00,6.3711,126.1689,83.43,73,86,4.29
424,Porto Torres,IT,2021-09-28 23:57:00,40.835,8.3972,69.1,75,85,4.81
425,Yaan,NG,2021-09-28 23:57:00,7.3833,8.5667,74.53,87,99,5.57
426,Vasylivka,UA,2021-09-28 23:57:01,47.4369,35.2742,50.88,66,95,12.12
427,Vitim,RU,2021-09-28 23:57:01,59.4511,112.5578,33.76,96,99,5.64
428,Lardos,GR,2021-09-28 23:57:01,36.0942,28.0157,75.94,68,1,10.49
429,Tyrma,RU,2021-09-28 23:57:02,50.0833,132.1667,56.25,89,92,5.1
430,Temiscaming,CA,2021-09-28 23:57:02,46.7212,-79.0971,56.68,76,8,3.44
431,Nome,US,2021-09-28 23:55:51,64.5011,-165.4064,36.16,61,100,4.76
432,Yakuplu,TR,2021-09-28 23:57:03,40.9889,28.6758,65.01,77,40,12.66
433,Bagotville,AU,2021-09-28 23:57:03,-28.9833,153.4167,68.63,66,100,11.05
434,Santiago Del Estero,AR,2021-09-28 23:55:28,-27.7951,-64.2615,64.8,58,51,11.34
435,Shimoda,JP,2021-09-28 23:57:04,34.6667,138.95,72.1,76,37,13.49
436,Innisfail,AU,2021-09-28 23:57:04,-17.5333,146.0333,78.37,71,66,7.72
437,Egvekinot,RU,2021-09-28 23:57:04,66.3167,-179.1667,25.93,94,100,2.91
438,Atambua,ID,2021-09-28 23:56:41,-9.1061,124.8925,81.95,52,20,1.21
439,Fallon,US,2021-09-28 23:57:04,39.4735,-118.7774,63.43,20,62,14.7
440,Lokoja,NG,2021-09-28 23:57:05,7.8024,6.743,75.15,89,69,3.67
441,Camacha,PT,2021-09-28 23:57:05,33.0833,-16.3333,71.53,78,20,12.66
442,Axim,GH,2021-09-28 23:57:06,4.8699,-2.2405,76.21,90,10,5.1
443,Ilulissat,GL,2021-09-28 23:57:06,69.2167,-51.1,20.35,64,20,9.84
444,Mangrol,IN,2021-09-28 23:56:56,21.1167,70.1167,76.87,96,100,13.02
445,Olmos,PE,2021-09-28 23:57:06,-5.9847,-79.7453,71.28,63,11,6.55
446,Xining,CN,2021-09-28 23:57:07,36.6167,101.7667,52.65,52,97,2.26
447,Baripada,IN,2021-09-28 23:57:07,21.935,86.7214,77.27,89,100,6.13
448,Antofagasta,CL,2021-09-28 23:57:07,-23.65,-70.4,58.28,82,35,3.65
449,Yerbogachen,RU,2021-09-28 23:57:07,61.2767,108.0108,28.18,80,48,4.76
450,Mayo,US,2021-09-28 23:57:08,38.8876,-76.5119,75.31,78,93,1.01
451,Nurota,UZ,2021-09-28 23:57:08,40.5614,65.6886,50.09,38,24,5.91
452,Komsomolskiy,UZ,2021-09-28 23:55:31,40.4272,71.7189,62.02,51,21,9.22
453,Tygda,RU,2021-09-28 23:57:08,53.1167,126.3333,38.41,95,100,11.9
454,Bantou,CN,2021-09-28 23:57:09,26.2151,117.4893,79.77,61,0,1.01
455,Kedrovyy,RU,2021-09-28 23:57:09,56.1667,91.8167,34.21,95,80,3.15
456,Evanston,US,2021-09-28 23:56:47,42.0411,-87.6901,69.21,71,2,1.01
457,Da Nang,VN,2021-09-28 23:53:46,16.0678,108.2208,78.85,94,20,0.0
458,Imst,AT,2021-09-28 23:57:09,47.2684,10.6698,45.0,91,100,3.29
459,Teahupoo,PF,2021-09-28 23:57:09,-17.8333,-149.2667,78.76,77,90,15.68
460,Pindi Bhattian,PK,2021-09-28 23:57:10,31.8978,73.273,82.29,61,0,1.36
461,Perth,AU,2021-09-28 23:54:44,-31.9333,115.8333,63.66,63,0,10.36
462,Coahuayana,MX,2021-09-28 23:57:10,18.7333,-103.6833,81.68,81,66,2.93
463,Anadyr,RU,2021-09-28 23:57:10,64.75,177.4833,28.9,68,0,17.9
464,Nabire,ID,2021-09-28 23:57:11,-3.3667,135.4833,83.91,73,95,0.6
465,Chokwe,MZ,2021-09-28 23:57:11,-24.5333,32.9833,70.02,89,2,9.91
466,Mehamn,NO,2021-09-28 23:57:11,71.0357,27.8492,48.7,75,73,13.02
467,Lhokseumawe,ID,2021-09-28 23:57:11,5.1801,97.1507,78.46,82,95,3.4
468,Vostok,RU,2021-09-28 23:57:12,46.4856,135.8833,60.93,74,68,3.42
469,Kiunga,PG,2021-09-28 23:57:12,-6.1219,141.2906,78.6,85,94,3.15
470,Ocampo,MX,2021-09-28 23:57:12,21.65,-101.5,63.41,73,81,8.03
471,Mazamari,PE,2021-09-28 23:57:12,-11.3258,-74.5308,72.7,85,79,2.89
472,Kiama,AU,2021-09-28 23:57:13,-34.6833,150.8667,70.38,72,100,8.01
473,Kungurtug,RU,2021-09-28 23:57:13,50.5994,97.5228,22.77,56,83,0.98
474,Kroya,ID,2021-09-28 23:57:14,-7.6331,109.2461,79.2,81,79,4.34
475,Ulladulla,AU,2021-09-28 23:57:14,-35.35,150.4667,67.87,54,99,4.36
476,Kuytun,RU,2021-09-28 23:57:14,54.3419,101.5036,29.46,94,97,6.11
477,Newport Beach,US,2021-09-28 23:54:13,33.6189,-117.9289,77.41,73,97,4.0
478,Barentu,ER,2021-09-28 23:57:15,15.1139,37.5928,75.06,52,6,4.5
479,Pyinmana,MM,2021-09-28 23:57:15,19.7333,96.2167,74.34,93,95,1.68
480,Khasan,RU,2021-09-28 23:57:16,42.4308,130.6434,63.93,86,100,0.83
481,Pervomayskoye,RU,2021-09-28 23:57:16,43.919,46.7102,57.13,66,98,3.98
482,Plock,PL,2021-09-28 23:57:16,52.5468,19.7064,40.96,77,51,9.73
483,Naze,JP,2021-09-28 23:55:08,28.3667,129.4833,81.52,77,20,20.27
484,Port Hardy,CA,2021-09-28 23:55:44,50.6996,-127.4199,53.78,71,75,6.91
485,Balkanabat,TM,2021-09-28 23:57:17,39.5108,54.3671,69.8,38,0,3.11
486,Pangnirtung,CA,2021-09-28 23:56:01,66.1451,-65.7125,34.75,56,100,2.95
487,Kulykivka,UA,2021-09-28 23:57:17,51.3735,31.6466,47.41,93,86,8.1
488,Palampur,IN,2021-09-28 23:57:17,32.1167,76.5333,66.6,76,0,4.41
489,Padang,ID,2021-09-28 23:57:18,-0.9492,100.3543,75.25,92,100,4.72
490,Mahibadhoo,MV,2021-09-28 23:57:18,3.7833,72.9667,82.29,76,85,13.35
491,Kentau,KZ,2021-09-28 23:57:18,43.5206,68.5094,56.79,54,40,4.36
492,Mount Vernon,US,2021-09-28 23:57:19,40.9126,-73.8371,70.9,80,99,7.0
493,Mahajanga,MG,2021-09-28 23:57:19,-15.7167,46.3167,75.22,57,20,11.5
494,Sivaki,RU,2021-09-28 23:57:20,52.6333,126.75,40.46,84,98,13.09
495,Impfondo,CG,2021-09-28 23:57:20,1.6381,18.0667,70.7,95,94,1.36
496,Narasannapeta,IN,2021-09-28 23:57:20,18.4167,84.05,76.78,91,100,3.98
497,Cairns,AU,2021-09-28 23:56:47,-16.9167,145.7667,85.1,69,40,9.22
498,Kirishi,RU,2021-09-28 23:57:21,59.4471,32.0205,45.77,75,100,3.38
499,Ferme-Neuve,CA,2021-09-28 23:57:21,46.7001,-75.4493,51.58,72,100,2.35
500,Lucea,JM,2021-09-28 23:57:21,18.451,-78.1736,84.06,73,9,4.56
501,Ramos Arizpe,MX,2021-09-28 23:57:22,25.55,-100.9667,78.06,63,63,5.88
502,Sungaipenuh,ID,2021-09-28 23:57:22,-2.0833,101.3833,67.19,93,98,1.83
503,Waipawa,NZ,2021-09-28 23:57:22,-41.4122,175.5153,56.93,46,10,4.52
504,Ghanzi,BW,2021-09-28 23:57:23,-21.5667,21.7833,72.03,17,0,11.16
505,Kedainiai,LT,2021-09-28 23:57:23,55.2883,23.9747,45.07,92,7,7.02
506,Linares,CL,2021-09-28 23:57:23,-35.85,-71.6,54.19,56,1,2.8
507,Nizwa,OM,2021-09-28 23:57:24,22.9333,57.5333,81.48,52,91,2.68
508,Julio De Castilhos,BR,2021-09-28 23:57:24,-29.2269,-53.6817,55.78,98,100,7.81
509,Ngunguru,NZ,2021-09-28 23:57:24,-35.6167,174.5,63.16,48,22,9.19
510,Srednekolymsk,RU,2021-09-28 23:57:24,67.45,153.6833,26.04,80,91,2.26
511,Sao Jose Da Coroa Grande,BR,2021-09-28 23:55:58,-8.8978,-35.1478,75.67,81,30,9.89
512,Inuvik,CA,2021-09-28 23:57:25,68.3499,-133.7218,34.81,100,90,3.44
513,Nawa,IN,2021-09-28 23:57:25,27.0167,75.0,78.42,81,29,8.84
514,Geraldton,AU,2021-09-28 23:55:16,-28.7667,114.6,61.21,88,90,11.5
515,Mana,GF,2021-09-28 23:57:25,5.6592,-53.7767,78.96,82,20,8.46
516,Marawi,PH,2021-09-28 23:56:47,7.9986,124.2928,70.65,81,98,1.45
517,Alexandria,EG,2021-09-28 23:53:33,31.2156,29.9553,76.96,65,0,5.75
518,Castelo Do Piaui,BR,2021-09-28 23:57:26,-5.3222,-41.5525,87.91,29,65,5.84
519,Hasaki,JP,2021-09-28 23:55:06,35.7333,140.8333,72.28,69,34,6.26
520,Upington,ZA,2021-09-28 23:57:26,-28.4478,21.2561,68.38,26,0,8.05
521,Mareeba,AU,2021-09-28 23:57:26,-17.0,145.4333,80.47,70,75,10.04
522,Kalmar,SE,2021-09-28 23:53:02,56.6616,16.3616,55.33,98,75,8.05
523,Masterton,NZ,2021-09-28 23:57:27,-40.9597,175.6575,57.88,47,6,7.63
524,San Rafael,AR,2021-09-28 23:55:16,-34.6177,-68.3301,61.21,42,0,7.92
525,Ossora,RU,2021-09-28 23:57:27,59.2353,163.0719,33.78,98,100,18.63
526,Yumbe,UG,2021-09-28 23:57:27,3.4651,31.2469,65.26,92,97,2.77
527,Brokopondo,SR,2021-09-28 23:57:28,4.75,-55.1667,80.98,68,42,8.66
528,Barra Do Garcas,BR,2021-09-28 23:57:28,-15.89,-52.2567,90.18,37,0,2.3
529,Exeter,GB,2021-09-28 23:57:06,50.7236,-3.5275,53.37,94,52,11.59
530,Filadelfia,US,2021-09-28 23:54:32,39.9523,-75.1638,70.95,88,93,8.59
531,Meulaboh,ID,2021-09-28 23:57:28,4.1363,96.1285,75.24,89,100,4.99
532,Orange,US,2021-09-28 23:57:29,33.7,-117.7675,78.51,73,90,1.01
533,Benghazi,LY,2021-09-28 23:57:29,32.1167,20.0667,75.74,75,0,5.7
534,Moctezuma,MX,2021-09-28 23:57:29,29.8,-109.6667,83.19,37,8,13.73
535,Damghan,IR,2021-09-28 23:57:30,36.1683,54.348,64.4,47,2,4.74
536,Lexington,US,2021-09-28 23:55:04,37.9887,-84.4777,75.09,71,1,4.68
537,Saint-Joseph,RE,2021-09-28 23:57:30,-21.3667,55.6167,70.16,74,32,11.68
538,Houma,US,2021-09-28 23:57:30,29.5958,-90.7195,75.2,95,100,4.5
539,Tual,ID,2021-09-28 23:57:31,-5.6667,132.75,81.3,82,36,14.23
540,Yumen,CN,2021-09-28 23:57:31,40.2833,97.2,55.24,28,0,3.89
541,Santa Isabel,BR,2021-09-28 23:57:31,-23.3156,-46.2214,78.66,50,8,3.04
542,Saldanha,ZA,2021-09-28 23:57:32,-33.0117,17.9442,57.25,80,0,25.5
543,Xique-Xique,BR,2021-09-28 23:57:32,-10.8218,-42.7263,83.23,40,71,9.28
544,Puerto Del Rosario,ES,2021-09-28 23:57:32,28.5004,-13.8627,73.15,73,5,18.41
545,Rawson,AR,2021-09-28 23:54:02,-43.3002,-65.1023,55.54,46,68,9.82
546,Iqaluit,CA,2021-09-28 23:55:24,63.7506,-68.5145,29.93,80,40,4.0
547,Paamiut,GL,2021-09-28 23:57:32,61.994,-49.6678,34.54,50,42,5.91
548,Blagoyevo,RU,2021-09-28 23:57:33,63.3667,47.9167,43.34,94,100,2.71
549,Havre-Saint-Pierre,CA,2021-09-28 23:57:33,50.2334,-63.5986,50.36,93,1,12.66
550,Port-De-Bouc,FR,2021-09-28 23:57:33,43.4,4.9833,69.58,83,0,4.61
551,Quilmana,PE,2021-09-28 23:57:34,-12.95,-76.3833,63.54,81,48,2.46
552,Nuuk,GL,2021-09-28 23:57:34,64.1835,-51.7216,29.88,68,0,1.99
553,Kaputa,ZM,2021-09-28 23:57:34,-8.4689,29.6619,75.81,54,51,1.54
554,Yar-Sale,RU,2021-09-28 23:56:11,66.8333,70.8333,36.07,98,100,4.72
555,Nagar Karnul,IN,2021-09-28 23:57:34,16.4821,78.3247,69.69,95,100,7.83
556,Fosforitnyy,RU,2021-09-28 23:57:35,55.3261,38.9,35.92,90,9,4.43
557,Benito Juarez,MX,2021-09-28 23:57:35,19.385,-99.165,68.0,60,74,1.01
558,Nara,JP,2021-09-28 23:54:25,34.6851,135.8049,77.5,56,19,7.94
559,Odweyne,SO,2021-09-28 23:57:35,9.4092,45.064,76.78,47,16,11.12
560,La Romana,DO,2021-09-28 23:57:36,18.4273,-68.9728,82.13,94,75,0.0
561,Kismayo,SO,2021-09-28 23:57:36,-0.3582,42.5454,76.73,91,25,11.79
562,Maisons-Alfort,FR,2021-09-28 23:57:36,48.8117,2.4395,59.16,73,75,1.01
563,Coulommiers,FR,2021-09-28 23:57:37,48.8145,3.085,60.58,82,92,5.01
564,Ilo,PE,2021-09-28 23:57:37,-17.6394,-71.3375,60.17,80,4,1.92
565,Belaya Gora,RU,2021-09-28 23:57:37,68.5333,146.4167,27.43,75,97,11.32
