City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
538,Tchollire,CM,77.94,broken clouds,8.4022,14.1698,"Auberge ""l'amicale"""
539,Tame,CO,86.92,broken clouds,6.461,-71.73,Hospedaje Santa Ana
540,Abeche,TD,90.54,few clouds,13.8292,20.8324,Assaleh Hamdan Haroune
541,Darab,IR,83.34,few clouds,28.7519,54.5444,Naghshe shapoor Hotel
545,Srandakan,ID,73.63,broken clouds,-7.9386,110.2506,Puri Brata
546,Kirakira,SB,78.78,overcast clouds,-10.4544,161.9205,SanBiz Lodge
548,Bowen,AU,68.79,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
550,Takoradi,GH,77.74,overcast clouds,4.8845,-1.7554,Raybow International Hotel
552,Birjand,IR,75.67,clear sky,32.8663,59.2211,Birjand Tourist Hotel
553,Mackay,AU,68.04,overcast clouds,-21.15,149.2,International Lodge Motel
554,San Quintin,MX,76.73,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
555,Touros,BR,86.9,clear sky,-5.1989,-35.4608,INN NEW HORIZON
556,Palora,EC,82.51,light rain,-1.7,-77.9333,Rancho grande
565,Galveston,US,76.12,moderate rain,29.3669,-94.9669,Comfort Inn & Suites Texas City
569,Hukuntsi,BW,75.2,clear sky,-24.0,21.75,Entabeni Hotel
570,Tra Vinh,VN,77.49,overcast clouds,9.9347,106.3453,Hồng Ân
571,Marawi,PH,65.64,overcast clouds,7.9986,124.2928,Derogongan Residence
572,Goderich,CA,69.03,few clouds,43.7501,-81.7165,Harmony Inn
575,West Fargo,US,66.97,broken clouds,46.875,-96.9004,Hilton Garden Inn Fargo
576,Luangwa,ZM,81.52,clear sky,-15.6167,30.4167,Gerasimos Safari Lodge
577,Rock Sound,BS,82.6,overcast clouds,24.9,-76.2,Rock Sound Club
578,Cockburn Town,TC,82.74,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
581,Marsabit,KE,72.43,overcast clouds,2.3284,37.9899,Chicho Hotel
584,Siuna,NI,86.65,few clouds,13.7332,-84.7773,hotel los chinitos
585,Piacabucu,BR,82.83,few clouds,-10.4056,-36.4344,Piaçabuçu News
586,Gat,IL,77.81,clear sky,31.61,34.7642,OlusHome
587,Porto Novo,BJ,80.42,light rain,6.4965,2.6036,Tour Eiffel Hotel Benin
589,Jalu,LY,81.5,clear sky,29.0331,21.5482,صاحبة الفخامة
591,Vucje,RS,60.01,overcast clouds,42.8653,21.9114,Stamenkovic
592,Riyadh,SA,91.54,scattered clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
593,Sungaipenuh,ID,63.77,light rain,-2.0833,101.3833,Hotel Jaya Wisata 2
594,San Andres,CO,82.67,clear sky,12.5847,-81.7006,Hotel Arena Blanca
595,Fort Smith,US,78.84,overcast clouds,35.3859,-94.3986,Hampton Inn Fort Smith
596,Grenada,ES,79.16,few clouds,37.1882,-3.6067,HOTEL REINA CRISTINA
597,Yinchuan,CN,68.86,few clouds,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
598,Acapulco,MX,87.62,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
599,Urucara,BR,90.91,broken clouds,-2.5364,-57.76,Pousada Maria Bonita
600,Jinxiang,CN,76.8,light rain,27.4327,120.6062,Wolong Village
605,Filadelfia,US,69.69,few clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
606,Muisne,EC,84.31,overcast clouds,0.6,-80.0333,Quinta Samay
607,Cornelio Procopio,BR,95.43,moderate rain,-23.1811,-50.6467,Hotel Midas Cornélio Procópio
609,Babu,CN,77.27,scattered clouds,24.4167,111.5167,IU Hotel Hezhou Bus Terminal
610,Joigny,FR,60.82,overcast clouds,47.9829,3.401,La Côte Saint Jacques & Spa
611,Figeac,FR,61.18,overcast clouds,44.75,1.9167,Maison de vacances Chalet Le Lac Bleu 27
612,Brigantine,US,70.32,clear sky,39.4101,-74.3646,Legacy Vacation Resorts Brigantine Beach
613,Pokhara,NP,70.03,overcast clouds,28.2333,83.9833,Butterfly Lodge
614,Boali,CF,89.47,overcast clouds,4.8005,18.1275,Auberge des Cocotiers Boali poste
618,Guanica,PR,91.51,clear sky,17.9716,-66.908,Copamarina Beach Resort & Spa
619,Zemio,CF,73.09,light rain,5.0314,25.1361,OCHA Office
620,Ledyard,US,68.18,clear sky,41.4398,-72.0142,Stonecroft Country Inn
621,Acarau,BR,86.7,scattered clouds,-2.8856,-40.12,castelo pizzaria
625,Seoni,IN,74.12,overcast clouds,22.0833,79.5333,STARiHOTELS Nehru Road Seoni
626,Nicoya,CR,83.75,clear sky,10.1483,-85.452,Las Cabinas Del Sueño
627,Arona,ES,82.31,few clouds,28.0996,-16.681,Paradise Court
628,Vila Velha,BR,80.55,few clouds,-20.3297,-40.2925,Quality Suites Vila Velha
629,Sola,VU,79.79,very heavy rain,-13.8833,167.55,Leumerus Bungalows
630,Pitimbu,BR,84.79,few clouds,-7.4706,-34.8086,Reserva do Abiaí
632,Bikaner,IN,92.14,overcast clouds,28.0167,73.3,Karina Guest House
633,Melfort,CA,64.53,clear sky,52.8667,-104.6177,Carra Valla Inn
635,Neyshabur,IR,64.74,clear sky,36.2133,58.7958,Amiran Hotel
636,Nkayi,CG,82.89,overcast clouds,-4.1841,13.2884,Résidence privée du Maire NKAYI
640,Sungairaya,ID,75.6,overcast clouds,0.7,108.9,Mess P.Milu
641,Lashio,MM,68.32,clear sky,22.9333,97.75,Hotel CF Lashio - Burmese Only
644,Nacogdoches,US,76.82,moderate rain,31.6002,-94.6335,The Fredonia Hotel & Convention Center
646,Mangrol,IN,80.47,scattered clouds,21.1167,70.1167,Hotel The Royal Honours
647,Waingapu,ID,78.1,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
649,Mattru,SL,80.47,moderate rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
650,Ogdensburg,US,63.01,broken clouds,44.6942,-75.4863,Dewar’s Inn on the River
651,Bayir,TR,66.72,overcast clouds,37.2687,28.2167,Hotel Babadag
653,Tottori,JP,69.57,scattered clouds,35.5,134.2333,Hotel Monarque Tottori
656,Statesboro,US,86.25,clear sky,32.4488,-81.7832,"Holiday Inn Statesboro-University Area, an IHG Hotel"
657,Ugoofaaru,MV,81.07,overcast clouds,5.6667,73.0,Ungoofaaru Inn
658,Teahupoo,PF,69.76,light rain,-17.8333,-149.2667,Vanira Lodge
662,Taltal,CL,64.06,clear sky,-25.4,-70.4833,Residencial Karime
663,San Jeronimo,PE,64.2,scattered clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
664,Guaranda,EC,70.11,moderate rain,-1.6,-79.0,Hostal Cochabamba
666,Ouahigouya,BF,95.0,overcast clouds,13.5828,-2.4216,Hotel Liberte
667,Camana,PE,67.82,scattered clouds,-16.6228,-72.7111,Hostal Morales
668,Padang,ID,75.25,overcast clouds,-0.9492,100.3543,Mercure Padang
669,Guia De Isora,ES,82.72,scattered clouds,28.2115,-16.7795,La Vista Pension
672,Ihosy,MG,67.98,clear sky,-22.4,46.1167,Tamana Hôtel
675,Morrinhos,BR,93.04,few clouds,-17.7311,-49.0994,Hotel Águia
676,Nosy Varika,MG,72.12,clear sky,-20.5833,48.5333,Hotel Volazara
677,Isangel,VU,75.07,overcast clouds,-19.55,169.2667,Tanna Lodge
678,Kudahuvadhoo,MV,83.05,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
680,Puerto Escondido,MX,85.55,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
682,Creel,MX,62.83,clear sky,27.75,-107.6333,The Lodge at Creel Hotel & SPA
683,Jackson,US,63.64,broken clouds,42.4165,-122.8345,Agate Village Apartments
684,Antofagasta,CL,60.08,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
685,Carutapera,BR,86.09,broken clouds,-1.195,-46.02,Lidera
686,San Policarpo,PH,78.04,overcast clouds,12.1791,125.5072,Manong Aklan Resort
690,Odweyne,SO,78.94,light rain,9.4092,45.064,Eng Hiirey House
692,Kijang,KR,67.73,clear sky,35.2442,129.2139,Samyang Beach Villa
693,Champasak,LA,73.76,few clouds,14.75,106.0,Kiat Ngong Wetland BUNGALOW
695,Salinopolis,BR,85.24,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
697,Garden City,US,75.45,clear sky,42.3256,-83.331,Quality Inn & Suites Banquet Center
698,Wajid,SO,83.1,overcast clouds,3.8093,43.2471,xamdihotelresturant114
701,Tetouan,MA,81.48,scattered clouds,35.5711,-5.3724,Athens Hôtel
703,Ikot Ekpene,NG,74.43,light rain,5.1794,7.7108,Four Points by Sheraton Ikot Ekpene
704,Beihai,CN,83.61,light rain,21.4833,109.1,21 Degree Hostel
705,Safford,US,70.93,clear sky,32.834,-109.7076,SpringHill Suites by Marriott Thatcher
708,Cozumel,MX,87.87,scattered clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
712,Lahan,NP,79.14,scattered clouds,26.7296,86.4951,Hotel Durbar Pvt. Ltd.
713,Abha,SA,67.82,few clouds,18.2164,42.5053,Abha Hotel
714,Ewo,CG,76.1,light rain,-0.8725,14.8206,Residence Elonda Ewo
718,Weston,US,86.02,overcast clouds,26.1004,-80.3998,Courtyard by Marriott Fort Lauderdale Weston
720,Alyangula,AU,77.86,broken clouds,-13.8483,136.4192,Groote Eylandt Lodge
721,Vila Franca Do Campo,PT,78.19,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
