City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Kawalu,ID,-7.3817,108.2082,70.05,93,100,1.68,overcast clouds
347,Toyooka,JP,35.5333,134.8333,65.1,80,37,6.38,scattered clouds
348,La Tuque,CA,47.4334,-72.7824,53.85,54,51,11.5,broken clouds
349,Sisimiut,GL,66.9395,-53.6735,39.34,52,78,5.17,broken clouds
350,Itupiranga,BR,-5.1347,-49.3267,93.52,54,65,1.28,broken clouds
351,Lastoursville,GA,-0.8143,12.7287,74.26,96,100,2.1,moderate rain
352,Komsomolskiy,UZ,40.4272,71.7189,63.32,45,98,2.3,overcast clouds
353,La Ronge,CA,55.1001,-105.2842,62.85,39,20,4.61,few clouds
354,Robertsport,LR,6.7533,-11.3686,81.73,75,68,9.57,broken clouds
355,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,79,71,14.83,broken clouds
356,Kutum,SD,14.2,24.6667,85.62,17,2,5.93,clear sky
357,Soe,ID,-9.8607,124.284,65.77,78,27,2.82,scattered clouds
358,Teknaf,BD,20.8624,92.3058,80.37,87,16,4.76,few clouds
359,Tocopilla,CL,-22.092,-70.1979,67.55,67,16,11.32,few clouds
360,Kargasok,RU,59.0556,80.8572,31.48,92,96,8.55,overcast clouds
361,Tarko-Sale,RU,64.9225,77.785,30.96,97,100,21.09,light snow
362,Yerbogachen,RU,61.2767,108.0108,35.91,65,100,3.27,overcast clouds
363,Pirenopolis,BR,-15.8525,-48.9592,91.89,39,75,1.07,broken clouds
364,Stornoway,GB,58.2093,-6.3865,54.93,87,40,19.57,light intensity shower rain
365,Angoche,MZ,-16.2325,39.9086,76.84,76,1,7.02,clear sky
366,Yabassi,CM,4.457,9.9682,74.12,99,100,1.97,overcast clouds
367,North Platte,US,41.1239,-100.7654,66.99,73,90,4.0,overcast clouds
368,Coro,VE,11.4045,-69.6734,88.3,58,90,11.72,overcast clouds
369,Changji,CN,44.0167,87.3167,48.99,71,75,4.47,broken clouds
370,Stabat,ID,3.761,98.4513,77.2,86,100,2.39,overcast clouds
371,Conceicao Da Barra,BR,-18.5933,-39.7322,83.25,57,6,10.96,clear sky
372,Punta Alta,AR,-38.8759,-62.0736,64.29,29,23,3.6,few clouds
373,Gushikawa,JP,26.3544,127.8686,80.6,87,1,0.0,clear sky
374,Mukerian,IN,31.9506,75.6158,80.89,66,66,5.06,broken clouds
375,Niltepec,MX,16.5667,-94.6167,88.56,60,100,2.37,overcast clouds
376,Kununurra,AU,-15.7667,128.7333,73.38,83,4,0.0,clear sky
377,Muli,MV,2.9167,73.5667,83.05,73,95,11.3,overcast clouds
378,Erattupetta,IN,9.7,76.7833,78.1,97,97,1.63,overcast clouds
379,Soria,ES,41.6667,-2.6667,66.0,34,26,8.25,scattered clouds
380,Boone,US,39.0334,-92.3335,74.86,59,86,10.76,overcast clouds
381,Ust-Omchug,RU,61.15,149.6333,29.53,98,100,2.28,snow
382,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,49.93,48,82,9.86,broken clouds
383,San Vicente,AR,-26.6167,-54.1333,63.86,98,100,2.13,light rain
384,Boa Vista,BR,2.8197,-60.6733,93.18,46,75,11.5,broken clouds
385,Hamilton,US,39.1834,-84.5333,77.76,47,1,1.01,clear sky
386,Neyyattinkara,IN,8.4,77.0833,80.46,94,100,2.39,overcast clouds
387,Houma,US,29.5958,-90.7195,84.99,79,98,11.36,overcast clouds
388,Tiksi,RU,71.6872,128.8694,27.93,82,48,6.17,scattered clouds
389,Tessalit,ML,20.1986,1.0114,98.65,8,56,14.7,broken clouds
390,Manitouwadge,CA,49.1215,-85.8403,64.18,77,100,7.02,overcast clouds
391,Olafsvik,IS,64.8945,-23.7142,44.89,90,98,28.74,overcast clouds
392,Sakakah,SA,29.9697,40.2064,94.57,12,0,13.2,clear sky
393,Iskateley,RU,67.6803,53.1512,34.34,81,18,5.73,few clouds
394,Cap Malheureux,MU,-19.9842,57.6142,73.47,68,87,5.99,overcast clouds
395,Ruteng,ID,-8.6136,120.4721,62.44,90,98,3.56,overcast clouds
396,Kosjeric,RS,43.9961,19.9069,58.59,79,0,0.0,clear sky
397,Pijijiapan,MX,15.7011,-93.23,86.81,68,10,6.51,clear sky
398,Manono,CD,-7.3,27.4167,79.75,55,100,5.14,overcast clouds
399,Candolim,IN,15.5181,73.7626,80.02,87,14,7.09,few clouds
400,Erzin,TR,36.9559,36.2,77.52,50,0,3.2,clear sky
401,Antsohihy,MG,-14.8796,47.9875,77.54,64,44,1.39,scattered clouds
402,Hambantota,LK,6.1241,81.1185,77.27,86,100,2.59,overcast clouds
403,Sarh,TD,9.1429,18.3923,82.31,69,20,0.0,thunderstorm
404,Lagos,NG,6.5833,3.75,78.49,85,98,5.68,overcast clouds
405,Namatanai,PG,-3.6667,152.4333,80.28,77,100,3.96,overcast clouds
406,Mayskiy,RU,47.6931,40.1025,56.44,42,2,10.42,clear sky
407,Nikolskoye,RU,59.7035,30.7861,50.81,84,94,4.54,overcast clouds
408,Pedasi,PA,7.5333,-80.0333,79.07,76,70,9.42,broken clouds
409,Urumqi,CN,43.801,87.6005,45.55,71,75,4.47,broken clouds
410,Lensk,RU,60.7253,114.9278,28.85,89,52,3.98,broken clouds
411,Kaeo,NZ,-35.1,173.7833,45.32,92,82,2.1,broken clouds
412,Khandyga,RU,62.6667,135.6,34.05,73,100,3.51,overcast clouds
413,Buta,CD,2.7858,24.73,72.93,97,100,1.66,overcast clouds
414,Madimba,TZ,-10.4,40.3333,75.13,79,12,9.42,few clouds
415,Seoul,KR,37.5683,126.9778,65.64,88,96,0.49,overcast clouds
416,Kwale,NG,5.7063,6.4374,77.27,90,99,4.36,moderate rain
417,Tangwani,PK,28.2787,68.9972,87.73,54,72,5.01,broken clouds
418,El Carmen,CO,8.5106,-73.4478,77.79,78,76,1.52,broken clouds
419,Leshukonskoye,RU,64.8989,45.7622,43.36,95,100,3.56,overcast clouds
420,Lompoc,US,34.6391,-120.4579,90.12,35,1,0.0,fog
421,Kathu,TH,7.9178,98.3332,84.69,99,92,5.3,overcast clouds
422,Muzambinho,BR,-21.3758,-46.5256,86.88,33,31,9.42,scattered clouds
423,Okhotsk,RU,59.3833,143.3,35.85,92,100,4.7,overcast clouds
424,Arkhara,RU,49.4212,130.0842,35.6,73,8,3.53,clear sky
425,Bereda,ES,43.2686,-7.5406,68.41,96,100,2.26,overcast clouds
426,Mlonggo,ID,-6.5333,110.7,79.52,72,83,1.77,broken clouds
427,Avera,US,33.194,-82.5271,83.71,55,83,5.3,broken clouds
428,Alegrete,BR,-29.7831,-55.7919,70.45,68,100,11.65,overcast clouds
429,Jinchang,CN,38.4953,102.1739,65.95,21,1,4.38,clear sky
430,Lasa,IT,46.6166,10.7002,61.68,86,60,3.69,broken clouds
431,Miri,MY,4.4148,114.0089,78.94,94,40,8.05,scattered clouds
432,Cubuk,TR,40.2386,33.0322,58.6,54,0,12.66,clear sky
433,Bandarbeyla,SO,9.4942,50.8122,79.2,81,85,16.62,overcast clouds
434,Casablanca,MA,33.5928,-7.6192,80.82,78,40,10.0,scattered clouds
435,Liaocheng,CN,36.4439,115.9647,64.0,94,0,3.94,light rain
436,Terney,RU,45.0503,136.6092,48.7,78,4,6.96,clear sky
437,Oriximina,BR,-1.7656,-55.8661,89.37,53,37,2.71,scattered clouds
438,Acajutla,SV,13.5928,-89.8275,83.97,72,4,5.59,clear sky
439,Juneau,US,58.3019,-134.4197,46.45,95,90,28.77,light rain
440,Kumluca,TR,36.3703,30.2869,74.88,57,23,3.87,few clouds
441,Mehamn,NO,71.0357,27.8492,48.38,66,75,20.71,broken clouds
442,Chachapoyas,PE,-6.2317,-77.869,71.82,44,31,2.35,light rain
443,Raudeberg,NO,61.9875,5.1352,58.78,69,93,3.0,light rain
444,Samarai,PG,-10.6167,150.6667,79.9,85,73,6.04,broken clouds
445,Enshi,CN,30.3,109.4833,69.12,83,22,0.58,light rain
446,Visnes,NO,59.3556,5.2242,58.21,82,75,19.57,broken clouds
447,Orumiyeh,IR,37.5527,45.0761,54.95,71,20,4.61,few clouds
448,Bonthe,SL,7.5264,-12.505,82.49,75,84,8.12,light rain
449,Mbekenyera,TZ,-10.0,38.9833,72.21,79,35,9.31,scattered clouds
450,Pangnirtung,CA,66.1451,-65.7125,32.0,86,1,3.44,clear sky
451,Hasaki,JP,35.7333,140.8333,64.8,75,85,22.7,overcast clouds
452,Kyren,RU,51.6828,102.1408,39.79,95,100,1.9,overcast clouds
453,Pisco,PE,-13.7,-76.2167,67.01,82,20,10.36,few clouds
454,Am Timan,TD,11.0297,20.2827,82.49,61,26,5.82,scattered clouds
455,Perth,AU,-31.9333,115.8333,55.18,92,75,4.61,heavy intensity shower rain
456,Maunabo,PR,18.0072,-65.8993,93.04,75,6,7.2,clear sky
457,Muros,ES,42.7762,-9.0603,68.99,91,100,1.28,overcast clouds
458,Muravlenko,RU,63.7898,74.523,31.33,97,100,18.34,light snow
459,Zhigansk,RU,66.7697,123.3711,29.75,78,22,11.18,few clouds
460,Port Lavaca,US,28.615,-96.6261,77.31,94,1,3.44,light intensity drizzle
461,Coihaique,CL,-45.5752,-72.0662,41.61,93,90,4.61,light rain
462,Katangli,RU,51.7102,143.2326,42.84,78,0,10.27,clear sky
463,Vaike-Maarja,EE,59.1264,26.25,46.49,87,100,5.03,overcast clouds
464,Mandeville,JM,18.0417,-77.5071,80.65,51,8,5.46,clear sky
465,Namtsy,RU,62.7161,129.6658,26.71,71,100,3.67,overcast clouds
466,Mora,CM,11.0461,14.1401,85.91,36,83,3.06,broken clouds
467,Weatherford,US,32.7593,-97.7972,74.8,88,100,1.99,overcast clouds
468,Emerald,AU,-23.5333,148.1667,62.98,39,87,8.95,overcast clouds
469,Cayenne,GF,4.9333,-52.3333,89.64,73,0,4.0,clear sky
470,Alakurtti,RU,66.9672,30.3491,44.64,81,99,4.38,overcast clouds
471,Chicama,PE,-7.8447,-79.1469,63.14,57,49,9.82,scattered clouds
472,Tabuk,PH,17.4189,121.4443,75.04,92,86,2.15,overcast clouds
473,San Joaquin,US,37.9333,-121.3011,80.78,40,1,0.0,clear sky
474,General Pico,AR,-35.6566,-63.7568,69.19,29,0,4.68,clear sky
475,Udachnyy,RU,66.4167,112.4,29.55,60,25,2.84,scattered clouds
476,Canico,PT,32.6333,-16.85,77.13,68,20,25.32,few clouds
477,Chifeng,CN,42.2683,118.9636,50.52,52,25,4.72,scattered clouds
478,Dalbandin,PK,28.8947,64.4101,83.37,44,86,8.14,overcast clouds
479,Calama,CL,-22.4667,-68.9333,75.69,7,0,13.8,clear sky
480,Nyuzen,JP,36.9333,137.5,67.46,84,99,8.66,overcast clouds
481,Nago,JP,26.5881,127.9761,81.45,82,5,7.94,clear sky
482,Pemba,MZ,-12.974,40.5178,77.83,77,6,10.45,clear sky
483,Poum,NC,-20.2333,164.0167,74.05,77,100,19.22,overcast clouds
484,Ostrovnoy,RU,68.0531,39.5131,43.99,84,100,4.79,overcast clouds
485,Belyy Yar,RU,53.6039,91.3903,40.89,75,0,11.18,clear sky
486,Svirsk,RU,53.0858,103.3325,37.72,73,100,8.1,overcast clouds
487,Strelka,RU,58.0728,93.0344,36.46,94,100,5.46,overcast clouds
488,Henties Bay,NA,-22.116,14.2845,57.85,81,0,11.95,clear sky
489,Tahta,EG,26.7693,31.5021,84.92,28,0,13.09,clear sky
490,Cascais,PT,38.6979,-9.4215,73.26,63,20,7.0,few clouds
491,Chongwe,ZM,-15.3292,28.682,78.33,30,3,5.91,clear sky
492,Port-Gentil,GA,-0.7193,8.7815,78.03,83,98,14.74,overcast clouds
493,Longfeng,CN,46.55,125.1167,43.03,54,4,5.7,clear sky
494,Voineasa,RO,44.2833,24.1333,58.35,44,0,5.75,clear sky
495,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,83,75,14.97,volcanic ash
496,Chiredzi,ZW,-21.05,31.6667,81.73,31,0,9.35,clear sky
497,Tashtagol,RU,52.7657,87.8894,34.83,98,100,6.71,light rain
498,Vostok,RU,46.4856,135.8833,36.68,81,5,3.13,clear sky
499,Coahuayana,MX,18.7333,-103.6833,89.08,66,91,3.06,overcast clouds
500,Methven,NZ,-43.6333,171.65,42.46,100,83,5.21,broken clouds
501,Anloga,GH,5.7947,0.8973,80.65,78,55,13.18,broken clouds
502,Richards Bay,ZA,-28.783,32.0377,74.43,63,100,6.15,overcast clouds
503,Alappuzha,IN,9.49,76.3264,79.9,86,100,6.46,overcast clouds
504,Torbay,CA,47.6666,-52.7314,63.75,98,90,6.91,fog
505,Krasnogorskiy,RU,54.6025,61.231,40.26,77,100,5.88,overcast clouds
506,Vysha,RU,53.8477,42.3777,45.59,77,28,3.49,scattered clouds
507,Coaticook,CA,45.1334,-71.7991,56.8,63,98,11.32,overcast clouds
508,Zhezkazgan,KZ,47.8043,67.7144,42.06,51,54,7.25,broken clouds
509,Inhambane,MZ,-23.865,35.3833,73.38,83,20,8.05,few clouds
510,Amga,RU,60.8953,131.9608,33.58,98,100,4.12,light rain
511,Chalchihuites,MX,23.4833,-103.8833,66.36,61,99,2.21,overcast clouds
512,Praia Da Vitoria,PT,38.7333,-27.0667,77.76,83,40,4.07,scattered clouds
513,Luderitz,NA,-26.6481,15.1594,59.04,82,1,19.66,clear sky
514,Yuncheng,CN,35.0231,110.9928,68.54,86,4,5.5,light rain
515,Goiatuba,BR,-18.0125,-49.3547,94.12,26,35,13.02,scattered clouds
516,Buala,SB,-8.145,159.5921,79.59,80,99,2.44,overcast clouds
517,Fort Nelson,CA,58.8053,-122.7002,35.19,100,90,3.44,fog
518,Niny,RU,44.4878,43.9489,51.15,82,100,14.79,moderate rain
519,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,85.8,70,40,6.91,moderate rain
520,Guinticgan,PH,11.5641,123.1236,81.16,83,100,7.05,overcast clouds
521,Suba,PH,10.8438,121.0102,83.7,74,100,3.31,overcast clouds
522,Grootfontein,NA,-19.5667,18.1167,80.17,12,0,8.05,clear sky
523,Shushenskoye,RU,53.325,91.9356,40.68,71,99,16.13,overcast clouds
524,Hienghene,NC,-20.6833,164.9333,71.13,86,100,8.86,light rain
525,Batemans Bay,AU,-35.7167,150.1833,56.19,87,51,4.07,broken clouds
526,Cherskiy,RU,68.75,161.3,3.56,95,23,6.04,few clouds
527,Dhidhdhoo,MV,6.8833,73.1,80.94,77,100,13.82,light rain
528,Chipata,ZM,-13.6333,32.65,78.28,38,64,12.86,broken clouds
529,Corning,US,42.1428,-77.0547,63.61,61,40,3.44,scattered clouds
530,Crotone,IT,39.0851,17.1178,73.35,73,20,4.61,few clouds
531,Maragogi,BR,-9.0122,-35.2225,80.92,73,24,11.12,few clouds
532,Grand Gaube,MU,-20.0064,57.6608,73.38,68,90,5.99,overcast clouds
533,Jishou,CN,28.3167,109.7167,75.61,76,0,1.63,light rain
534,Aliwal North,ZA,-30.6937,26.7114,55.78,90,100,7.0,light rain
535,Alto Araguaia,BR,-17.3147,-53.2153,94.48,27,66,6.64,broken clouds
536,Novaya Bryan,RU,51.7159,108.2691,32.77,74,55,3.36,broken clouds
537,Alexandria,EG,31.2156,29.9553,75.2,65,0,14.45,clear sky
538,Tchollire,CM,8.4022,14.1698,77.94,82,77,2.04,broken clouds
539,Tame,CO,6.461,-71.73,86.92,61,55,2.62,broken clouds
540,Abeche,TD,13.8292,20.8324,90.54,24,18,6.64,few clouds
541,Darab,IR,28.7519,54.5444,83.34,15,12,2.98,few clouds
542,Ibotirama,BR,-12.1853,-43.2206,102.94,18,21,1.63,few clouds
543,Ayan,RU,56.45,138.1667,43.57,69,22,3.24,few clouds
544,Oum Hadjer,TD,13.2954,19.6966,94.68,16,37,5.06,scattered clouds
545,Srandakan,ID,-7.9386,110.2506,73.63,88,83,3.22,broken clouds
546,Kirakira,SB,-10.4544,161.9205,78.78,83,91,3.15,overcast clouds
547,Senneterre,CA,48.3835,-77.2328,53.82,56,66,3.96,broken clouds
548,Bowen,AU,-20.0167,148.2333,68.79,93,6,4.81,clear sky
549,Penzance,GB,50.1186,-5.5371,59.07,71,20,13.8,few clouds
550,Takoradi,GH,4.8845,-1.7554,77.74,84,99,7.76,overcast clouds
551,Tuatapere,NZ,-46.1333,167.6833,45.82,86,100,4.27,moderate rain
552,Birjand,IR,32.8663,59.2211,75.67,12,0,6.91,clear sky
553,Mackay,AU,-21.15,149.2,68.04,88,92,6.46,overcast clouds
554,San Quintin,MX,30.4833,-115.95,76.73,53,0,5.44,clear sky
555,Touros,BR,-5.1989,-35.4608,86.9,62,1,16.28,clear sky
556,Palora,EC,-1.7,-77.9333,82.51,62,78,2.98,light rain
557,La Massana,AD,42.5667,1.4833,57.85,79,100,2.93,overcast clouds
558,Leczna,PL,51.3012,22.8814,52.11,100,75,4.61,broken clouds
559,Aktash,RU,50.3,87.7333,18.03,95,99,1.72,light snow
560,Kanelovskaya,RU,46.5908,39.19,53.28,34,23,13.82,few clouds
561,Chimore,BO,-16.9833,-65.1333,102.6,25,9,6.4,clear sky
562,Kholmogory,RU,64.2229,41.656,44.71,89,100,2.24,light rain
563,Victor Harbor,AU,-35.5667,138.6167,54.0,82,81,8.63,broken clouds
564,Beloha,MG,-25.1667,45.05,75.58,60,0,5.97,clear sky
565,Galveston,US,29.3669,-94.9669,76.12,93,100,1.99,moderate rain
566,Kotlas,RU,61.2611,46.6556,45.18,89,100,4.94,overcast clouds
567,Sovetskiy,RU,61.3614,63.5842,32.85,73,85,4.63,overcast clouds
568,Tucuma,BR,-0.1833,-50.05,91.15,49,23,8.32,few clouds
569,Hukuntsi,BW,-24.0,21.75,75.2,13,9,14.45,clear sky
570,Tra Vinh,VN,9.9347,106.3453,77.49,91,98,3.65,overcast clouds
571,Marawi,PH,7.9986,124.2928,65.64,94,97,2.06,overcast clouds
572,Goderich,CA,43.7501,-81.7165,69.03,59,11,11.5,few clouds
573,Ziro,IN,27.6333,93.8333,59.65,97,82,0.87,broken clouds
574,Ust-Karsk,RU,52.7011,118.8077,30.22,84,13,1.32,few clouds
575,West Fargo,US,46.875,-96.9004,66.97,74,75,3.0,broken clouds
576,Luangwa,ZM,-15.6167,30.4167,81.52,39,1,2.01,clear sky
577,Rock Sound,BS,24.9,-76.2,82.6,67,96,15.95,overcast clouds
578,Cockburn Town,TC,21.4612,-71.1419,82.74,70,32,8.55,scattered clouds
579,Senno,RU,59.5336,33.9167,42.1,90,66,3.87,broken clouds
580,Kachug,RU,53.9606,105.8817,29.19,82,17,2.84,few clouds
581,Marsabit,KE,2.3284,37.9899,72.43,51,94,22.95,overcast clouds
582,Pevek,RU,69.7008,170.3133,19.94,91,58,10.25,broken clouds
583,Bobrovka,RU,54.047,61.7455,40.46,73,83,5.64,broken clouds
584,Siuna,NI,13.7332,-84.7773,86.65,59,15,3.98,few clouds
585,Piacabucu,BR,-10.4056,-36.4344,82.83,67,14,13.67,few clouds
586,Gat,IL,31.61,34.7642,77.81,100,0,10.71,clear sky
587,Porto Novo,BJ,6.4965,2.6036,80.42,80,94,9.44,light rain
588,Bonito,BR,-21.1211,-56.4819,106.41,18,34,10.96,scattered clouds
589,Jalu,LY,29.0331,21.5482,81.5,34,0,9.28,clear sky
590,Khani,GE,41.9563,42.9566,51.37,95,100,3.76,overcast clouds
591,Vucje,RS,42.8653,21.9114,60.01,52,91,2.01,overcast clouds
592,Riyadh,SA,24.6877,46.7219,91.54,9,39,2.08,scattered clouds
593,Sungaipenuh,ID,-2.0833,101.3833,63.77,83,100,2.84,light rain
594,San Andres,CO,12.5847,-81.7006,82.67,75,10,13.29,clear sky
595,Fort Smith,US,35.3859,-94.3986,78.84,78,90,10.36,overcast clouds
596,Grenada,ES,37.1882,-3.6067,79.16,32,20,3.0,few clouds
597,Yinchuan,CN,38.4681,106.2731,68.86,17,20,4.97,few clouds
598,Acapulco,MX,16.8634,-99.8901,87.62,62,20,3.44,few clouds
599,Urucara,BR,-2.5364,-57.76,90.91,53,84,4.83,broken clouds
600,Jinxiang,CN,27.4327,120.6062,76.8,84,75,1.52,light rain
601,Murindo,CO,6.9848,-76.7544,83.28,81,50,1.74,scattered clouds
602,Boddam,GB,57.4667,-1.7833,52.18,69,24,27.25,few clouds
603,Grindavik,IS,63.8424,-22.4338,49.95,81,0,13.8,clear sky
604,Bergen,NO,60.392,5.328,57.65,88,75,13.8,broken clouds
605,Filadelfia,US,39.9523,-75.1638,69.69,48,20,1.01,few clouds
606,Muisne,EC,0.6,-80.0333,84.31,79,97,8.9,overcast clouds
607,Cornelio Procopio,BR,-23.1811,-50.6467,95.43,25,49,9.75,moderate rain
608,Novoleushkovskaya,RU,45.9956,39.9921,54.61,36,100,16.22,overcast clouds
609,Babu,CN,24.4167,111.5167,77.27,86,33,2.33,scattered clouds
610,Joigny,FR,47.9829,3.401,60.82,49,100,7.47,overcast clouds
611,Figeac,FR,44.75,1.9167,61.18,71,100,2.42,overcast clouds
612,Brigantine,US,39.4101,-74.3646,70.32,47,1,2.3,clear sky
613,Pokhara,NP,28.2333,83.9833,70.03,83,91,2.46,overcast clouds
614,Boali,CF,4.8005,18.1275,89.47,89,93,2.24,overcast clouds
615,Knysna,ZA,-34.0363,23.0471,59.38,94,86,8.59,light rain
616,High Level,CA,58.5169,-117.136,50.11,71,20,5.75,few clouds
617,Burnie,AU,-41.0667,145.9167,59.92,93,99,9.82,overcast clouds
618,Guanica,PR,17.9716,-66.908,91.51,64,0,8.01,clear sky
619,Zemio,CF,5.0314,25.1361,73.09,88,97,4.7,light rain
620,Ledyard,US,41.4398,-72.0142,68.18,46,1,4.0,clear sky
621,Acarau,BR,-2.8856,-40.12,86.7,59,32,21.07,scattered clouds
622,Mount Darwin,ZW,-16.7725,31.5838,73.51,39,0,5.3,clear sky
623,Segezha,RU,63.7415,34.3222,44.82,79,100,6.26,overcast clouds
624,Nacozari,MX,25.3366,-108.2574,90.1,54,0,1.5,clear sky
625,Seoni,IN,22.0833,79.5333,74.12,86,97,4.32,overcast clouds
626,Nicoya,CR,10.1483,-85.452,83.75,69,8,2.53,clear sky
627,Arona,ES,28.0996,-16.681,82.31,68,19,1.99,few clouds
628,Vila Velha,BR,-20.3297,-40.2925,80.55,69,20,12.66,few clouds
629,Sola,VU,-13.8833,167.55,79.79,79,99,19.28,very heavy rain
630,Pitimbu,BR,-7.4706,-34.8086,84.79,71,11,12.73,few clouds
631,Port Augusta,AU,-32.5,137.7667,50.7,92,91,4.65,overcast clouds
632,Bikaner,IN,28.0167,73.3,92.14,47,100,7.99,overcast clouds
633,Melfort,CA,52.8667,-104.6177,64.53,32,1,12.66,clear sky
634,Rio Gallegos,AR,-51.6226,-69.2181,51.85,32,75,23.02,broken clouds
635,Neyshabur,IR,36.2133,58.7958,64.74,35,0,4.34,clear sky
636,Nkayi,CG,-4.1841,13.2884,82.89,63,88,7.63,overcast clouds
637,Mackenzie,CA,55.2999,-123.1698,46.62,66,75,9.22,broken clouds
638,Ucluelet,CA,48.9329,-125.5528,52.09,93,54,1.92,broken clouds
639,Aripuana,BR,-9.1667,-60.6333,95.86,36,81,4.41,broken clouds
640,Sungairaya,ID,0.7,108.9,75.6,92,100,7.78,overcast clouds
641,Lashio,MM,22.9333,97.75,68.32,99,4,0.4,clear sky
642,Roald,NO,62.5833,6.1333,59.92,76,40,11.5,light rain
643,Matagami,CA,49.7502,-77.6328,55.51,58,75,9.22,broken clouds
644,Nacogdoches,US,31.6002,-94.6335,76.82,96,90,6.91,moderate rain
645,Sekoma,BW,-24.4,23.8833,79.34,22,94,3.65,overcast clouds
646,Mangrol,IN,21.1167,70.1167,80.47,84,31,8.3,scattered clouds
647,Waingapu,ID,-9.6567,120.2641,78.1,81,69,4.74,broken clouds
648,Mombetsu,JP,44.3525,143.3525,59.86,95,100,1.74,moderate rain
649,Mattru,SL,7.6244,-11.8332,80.47,88,67,4.83,moderate rain
650,Ogdensburg,US,44.6942,-75.4863,63.01,62,75,5.75,broken clouds
651,Bayir,TR,37.2687,28.2167,66.72,44,88,2.19,overcast clouds
652,Makaryev,RU,57.8797,43.8069,43.16,85,87,4.09,overcast clouds
653,Tottori,JP,35.5,134.2333,69.57,68,48,6.78,scattered clouds
654,Portland,US,45.5234,-122.6762,57.52,93,90,1.99,mist
655,Brae,GB,60.3964,-1.353,49.91,76,77,24.27,broken clouds
656,Statesboro,US,32.4488,-81.7832,86.25,57,1,3.44,clear sky
657,Ugoofaaru,MV,5.6667,73.0,81.07,78,100,15.61,overcast clouds
658,Teahupoo,PF,-17.8333,-149.2667,69.76,78,18,20.0,light rain
659,Codrington,AU,-38.2667,141.9667,54.77,93,98,8.3,overcast clouds
660,Yar-Sale,RU,66.8333,70.8333,33.39,92,100,17.83,overcast clouds
661,Vikhorevka,RU,56.1201,101.1636,35.19,89,94,2.19,overcast clouds
662,Taltal,CL,-25.4,-70.4833,64.06,65,10,8.68,clear sky
663,San Jeronimo,PE,-11.9472,-75.2829,64.2,40,25,5.57,scattered clouds
664,Guaranda,EC,-1.6,-79.0,70.11,87,50,6.6,moderate rain
665,Coolum Beach,AU,-26.5333,153.1,57.11,96,21,6.38,few clouds
666,Ouahigouya,BF,13.5828,-2.4216,95.0,31,85,4.29,overcast clouds
667,Camana,PE,-16.6228,-72.7111,67.82,72,45,11.16,scattered clouds
668,Padang,ID,-0.9492,100.3543,75.25,78,100,3.56,overcast clouds
669,Guia De Isora,ES,28.2115,-16.7795,82.72,70,46,1.99,scattered clouds
670,Winona,US,43.9666,-91.7668,81.55,57,1,3.44,clear sky
671,Kayerkan,RU,69.3497,87.7602,27.01,94,99,5.44,overcast clouds
672,Ihosy,MG,-22.4,46.1167,67.98,73,5,9.33,clear sky
673,Jumla,NP,29.2747,82.1838,58.26,94,82,4.0,broken clouds
674,Powell River,CA,49.8496,-124.5361,55.0,93,75,4.61,broken clouds
675,Morrinhos,BR,-17.7311,-49.0994,93.04,28,22,9.55,few clouds
676,Nosy Varika,MG,-20.5833,48.5333,72.12,80,0,10.04,clear sky
677,Isangel,VU,-19.55,169.2667,75.07,86,100,16.24,overcast clouds
678,Kudahuvadhoo,MV,2.6708,72.8944,83.05,71,91,10.27,overcast clouds
679,Goure,NE,13.9835,10.2704,91.02,15,61,3.8,broken clouds
680,Puerto Escondido,MX,15.85,-97.0667,85.55,69,71,5.61,broken clouds
681,Dzhebariki-Khaya,RU,62.2167,135.8,33.73,96,100,2.15,overcast clouds
682,Creel,MX,27.75,-107.6333,62.83,33,0,5.26,clear sky
683,Jackson,US,42.4165,-122.8345,63.64,76,75,4.61,broken clouds
684,Antofagasta,CL,-23.65,-70.4,60.08,68,27,10.65,scattered clouds
685,Carutapera,BR,-1.195,-46.02,86.09,64,78,8.23,broken clouds
686,San Policarpo,PH,12.1791,125.5072,78.04,85,100,2.91,overcast clouds
687,Burns Lake,CA,54.2331,-125.7533,36.82,75,79,4.68,broken clouds
688,Staryy Nadym,RU,65.6118,72.6842,33.6,97,100,16.08,light rain
689,Maromitsa,RU,59.8683,48.0123,45.61,84,100,4.0,overcast clouds
690,Odweyne,SO,9.4092,45.064,78.94,52,96,10.89,light rain
691,Svetlyy,RU,54.675,20.1347,48.25,63,1,7.81,clear sky
692,Kijang,KR,35.2442,129.2139,67.73,79,1,2.46,clear sky
693,Champasak,LA,14.75,106.0,73.76,97,11,1.45,few clouds
694,Astoria,US,46.1879,-123.8313,56.55,96,75,1.01,mist
695,Salinopolis,BR,-0.6136,-47.3561,85.24,64,64,9.93,broken clouds
696,Maraa,BR,-1.8333,-65.3667,86.27,64,100,1.79,overcast clouds
697,Garden City,US,42.3256,-83.331,75.45,52,1,6.91,clear sky
698,Wajid,SO,3.8093,43.2471,83.1,54,100,16.26,overcast clouds
